"subjects","group_assignment","age","declared_partisanship","week","memes_seen","preexperiment_polarization","experiment_polarization","postexperiment_polarization"
201,0,23,-1,7,0.999396969913505,NA,0.302643048670143,NA
201,0,23,-1,8,0.859024781384505,NA,0.138642089162022,NA
201,0,23,-1,9,0.925450876122341,NA,0.397920584119856,NA
201,0,23,-1,10,0.548416441306472,NA,0.321539949346334,NA
201,0,23,-1,11,0.626244457205757,NA,0.214400501362979,NA
201,0,23,-1,12,0.881682205130346,NA,0.28280761577189,NA
201,0,23,-1,13,0.856664222665131,NA,0.151892755180597,NA
201,0,23,-1,14,0.898031058371998,NA,0.0368887293152511,NA
201,0,23,-1,15,0.812820725608617,NA,0.0754497596994042,NA
201,0,23,-1,16,NA,NA,NA,0.255424210056663
201,0,23,-1,17,NA,NA,NA,0.279144605249167
201,0,23,-1,18,NA,NA,NA,0.155257699638605
201,0,23,-1,19,NA,NA,NA,0.221681220270693
202,0,25,-1,1,NA,0.26274476768449,NA,NA
202,0,25,-1,2,NA,0.189597234968096,NA,NA
202,0,25,-1,3,NA,0.241139182075858,NA,NA
202,0,25,-1,4,0.619649493717588,NA,0.110144926421344,NA
202,0,25,-1,5,0.989774234010838,NA,0.187297804187983,NA
202,0,25,-1,6,0.969800490071066,NA,0.286583180446178,NA
202,0,25,-1,7,0.857652939856052,NA,0.366348131932318,NA
202,0,25,-1,8,0.605674970429391,NA,0.224753038026392,NA
202,0,25,-1,9,0.813080714200623,NA,0.269292786251754,NA
202,0,25,-1,10,0.70058124687057,NA,0.242456321697682,NA
202,0,25,-1,11,0.609883756376803,NA,0.0189013441093266,NA
202,0,25,-1,12,0.530742238042876,NA,0.196403715014458,NA
202,0,25,-1,13,0.920853645075113,NA,0.273063912056386,NA
202,0,25,-1,14,0.519395206356421,NA,0.281145411357284,NA
202,0,25,-1,15,0.925296409055591,NA,0.137083943374455,NA
202,0,25,-1,16,NA,NA,NA,0.349011266604066
202,0,25,-1,17,NA,NA,NA,0.3941172670573
202,0,25,-1,18,NA,NA,NA,0.104490549396724
202,0,25,-1,19,NA,NA,NA,0.207867117226124
203,0,24,1,1,NA,0.135121047403663,NA,NA
203,0,24,1,2,NA,0.099605842679739,NA,NA
203,0,24,1,3,NA,0.105969441868365,NA,NA
203,0,24,1,4,0.803079228731804,NA,0.374760594870895,NA
203,0,24,1,5,0.715399136883207,NA,0.296769636776298,NA
203,0,24,1,6,0.799926693201996,NA,0.334069711528719,NA
203,0,24,1,7,0.746835075784475,NA,0.261613729223609,NA
203,0,24,1,8,0.507646984071471,NA,0.305784983094782,NA
203,0,24,1,9,0.736143605783582,NA,0.24669627668336,NA
203,0,24,1,10,0.85475625586696,NA,0.0141923582181335,NA
203,0,24,1,11,0.844301812699996,NA,0.375453312695026,NA
203,0,24,1,12,0.867892650654539,NA,0.358979983162135,NA
203,0,24,1,13,0.780542338849045,NA,0.0447196919471025,NA
203,0,24,1,14,0.812987032579258,NA,0.183863160386682,NA
203,0,24,1,15,0.767160940682516,NA,0.250491392891854,NA
203,0,24,1,16,NA,NA,NA,0.269291604682803
203,0,24,1,17,NA,NA,NA,0.325228034052998
203,0,24,1,18,NA,NA,NA,0.353949677292258
203,0,24,1,19,NA,NA,NA,0.254767274763435
204,0,23,-1,1,NA,0.221090107224882,NA,NA
204,0,23,-1,2,NA,0.179936826229095,NA,NA
204,0,23,-1,3,NA,0.234359398018569,NA,NA
204,0,23,-1,4,0.737919301958755,NA,0.0810170304961503,NA
204,0,23,-1,5,0.99096672644373,NA,0.0431849980726838,NA
204,0,23,-1,6,0.551619479432702,NA,0.00265662278980017,NA
204,0,23,-1,7,0.560020878561772,NA,0.341770907398313,NA
204,0,23,-1,8,0.79225259507075,NA,0.200391510967165,NA
204,0,23,-1,9,0.825928558246233,NA,0.363603762444109,NA
204,0,23,-1,10,0.53585080022458,NA,0.161286537628621,NA
204,0,23,-1,11,0.58172748493962,NA,0.281298684235662,NA
204,0,23,-1,12,0.880028610117733,NA,0.059393968898803,NA
204,0,23,-1,13,0.720176815288141,NA,0.317781232204288,NA
204,0,23,-1,14,0.649103764211759,NA,0.222614315524697,NA
204,0,23,-1,15,0.749609442194924,NA,0.00834958162158728,NA
204,0,23,-1,16,NA,NA,NA,0.355729260947555
204,0,23,-1,17,NA,NA,NA,0.0376368862576783
204,0,23,-1,18,NA,NA,NA,0.2111273705028
204,0,23,-1,19,NA,NA,NA,0.272119023371488
205,0,21,0,1,NA,0.0984322171658278,NA,NA
205,0,21,0,2,NA,0.316601495537907,NA,NA
205,0,21,0,3,NA,0.182256490644068,NA,NA
205,0,21,0,4,0.632041916251183,NA,0.178038374241442,NA
205,0,21,0,5,0.915127261076123,NA,0.286846316605806,NA
205,0,21,0,6,0.661372949369252,NA,0.0511261407285929,NA
205,0,21,0,7,0.726685816422105,NA,0.287195800524205,NA
205,0,21,0,8,0.957192494533956,NA,0.020961881056428,NA
205,0,21,0,9,0.939897664822638,NA,0.114480233378708,NA
205,0,21,0,10,0.99221445096191,NA,0.187171866837889,NA
205,0,21,0,11,0.62534368224442,NA,0.269260812364519,NA
205,0,21,0,12,0.830987234599888,NA,0.26328698117286,NA
205,0,21,0,13,0.708878949168138,NA,0.369394191447645,NA
205,0,21,0,14,0.55280405189842,NA,0.0607772381976247,NA
205,0,21,0,15,0.881238160654902,NA,0.281061746831983,NA
205,0,21,0,16,NA,NA,NA,0.00729885846376419
205,0,21,0,17,NA,NA,NA,0.372293419484049
205,0,21,0,18,NA,NA,NA,0.195583926327527
205,0,21,0,19,NA,NA,NA,0.213340575434268
206,0,21,1,1,NA,0.319337156228721,NA,NA
206,0,21,1,2,NA,0.368872716557235,NA,NA
206,0,21,1,3,NA,0.0746472066268325,NA,NA
206,0,21,1,4,0.882855173083954,NA,0.370409568399191,NA
206,0,21,1,5,0.554646584321745,NA,0.302195291873068,NA
206,0,21,1,6,0.863668382982723,NA,0.113905361946672,NA
206,0,21,1,7,0.725687274825759,NA,0.318132292665541,NA
206,0,21,1,8,0.861541436053813,NA,0.205761890392751,NA
206,0,21,1,9,0.674161575734615,NA,0.395227971486747,NA
206,0,21,1,10,0.992900927201845,NA,0.343435773253441,NA
206,0,21,1,11,0.735752738430165,NA,0.0581223674118519,NA
206,0,21,1,12,0.778335140203126,NA,0.170772295910865,NA
206,0,21,1,13,0.786599055631086,NA,0.0455861670896411,NA
206,0,21,1,14,0.681431251461618,NA,0.383287942968309,NA
206,0,21,1,15,0.86140634783078,NA,0.386789858620614,NA
206,0,21,1,16,NA,NA,NA,0.072261125408113
206,0,21,1,17,NA,NA,NA,0.35860900003463
206,0,21,1,18,NA,NA,NA,0.0756407690234482
206,0,21,1,19,NA,NA,NA,0.260515934415162
207,0,24,-1,1,NA,0.34367626234889,NA,NA
207,0,24,-1,2,NA,0.133462402038276,NA,NA
207,0,24,-1,3,NA,0.12850507022813,NA,NA
207,0,24,-1,4,0.701208541169763,NA,0.284229640010744,NA
207,0,24,-1,5,0.810483387554996,NA,0.176692683808506,NA
207,0,24,-1,6,0.72569679399021,NA,0.313187763653696,NA
207,0,24,-1,7,0.912423189496621,NA,0.0763978511095047,NA
207,0,24,-1,8,0.741743473219685,NA,0.0884229869581759,NA
207,0,24,-1,9,0.797343263169751,NA,0.0414003860205412,NA
207,0,24,-1,10,0.633274390711449,NA,0.210412038024515,NA
207,0,24,-1,11,0.919556012377143,NA,0.333247262891382,NA
207,0,24,-1,12,0.516067489166744,NA,0.10843870267272,NA
207,0,24,-1,13,0.971638763207011,NA,0.345810565538704,NA
207,0,24,-1,14,0.693119643838145,NA,0.0842287543229759,NA
207,0,24,-1,15,0.925123431254178,NA,0.293937841244042,NA
207,0,24,-1,16,NA,NA,NA,0.361771700810641
207,0,24,-1,17,NA,NA,NA,0.069790414813906
207,0,24,-1,18,NA,NA,NA,0.0810139873065054
207,0,24,-1,19,NA,NA,NA,0.0809833218343556
208,0,19,-1,1,NA,0.15123111596331,NA,NA
208,0,19,-1,2,NA,0.347445140685886,NA,NA
208,0,19,-1,3,NA,0.0414450343698263,NA,NA
208,0,19,-1,4,0.95235146349296,NA,0.246996957901865,NA
208,0,19,-1,5,0.56150464352686,NA,0.228800702281296,NA
208,0,19,-1,6,0.890185819589533,NA,0.0136370123364031,NA
208,0,19,-1,7,0.910367495613173,NA,0.22341134538874,NA
208,0,19,-1,8,0.999421331798658,NA,0.21684935586527,NA
208,0,19,-1,9,0.598262954736128,NA,0.0194583499804139,NA
208,0,19,-1,10,0.695172229316086,NA,0.0952088193967938,NA
208,0,19,-1,11,0.847407769528218,NA,0.110189332254231,NA
208,0,19,-1,12,0.710806075483561,NA,0.0658517461270094,NA
208,0,19,-1,13,0.597326506627724,NA,0.29889805354178,NA
208,0,19,-1,14,0.75129473162815,NA,0.0890483842231333,NA
208,0,19,-1,15,0.679457473917864,NA,0.205443249549717,NA
208,0,19,-1,16,NA,NA,NA,0.0821950323879719
208,0,19,-1,17,NA,NA,NA,0.338051829021424
208,0,19,-1,18,NA,NA,NA,0.334264743514359
208,0,19,-1,19,NA,NA,NA,0.067922218888998
209,0,21,-1,1,NA,0.267770332470536,NA,NA
209,0,21,-1,2,NA,0.388472738768905,NA,NA
209,0,21,-1,3,NA,0.000225897412747145,NA,NA
209,0,21,-1,4,0.801791442674585,NA,0.313069214951247,NA
209,0,21,-1,5,0.813585231080651,NA,0.0606585097499192,NA
209,0,21,-1,6,0.907292919815518,NA,0.170267868228257,NA
209,0,21,-1,7,0.971255941782147,NA,0.0892189737409353,NA
209,0,21,-1,8,0.681660040980205,NA,0.235753859952092,NA
209,0,21,-1,9,0.575552286929451,NA,0.335508738271892,NA
209,0,21,-1,10,0.710265682311729,NA,0.118775029759854,NA
209,0,21,-1,11,0.561630802811123,NA,0.231041897740215,NA
209,0,21,-1,12,0.892342641251162,NA,0.268111685104668,NA
209,0,21,-1,13,0.966874426812865,NA,0.0413803457282484,NA
209,0,21,-1,14,0.954534013289958,NA,0.0479165781289339,NA
209,0,21,-1,15,0.901244687731378,NA,0.103958281967789,NA
209,0,21,-1,16,NA,NA,NA,0.181243277061731
209,0,21,-1,17,NA,NA,NA,0.261416608281434
209,0,21,-1,18,NA,NA,NA,0.113651381898671
209,0,21,-1,19,NA,NA,NA,0.0525855822488666
210,0,20,1,1,NA,0.369270466640592,NA,NA
210,0,20,1,2,NA,0.00382367940619588,NA,NA
210,0,20,1,3,NA,0.174286230653524,NA,NA
210,0,20,1,4,0.667821229319088,NA,0.159875346906483,NA
210,0,20,1,5,0.519148957682773,NA,0.378223011828959,NA
210,0,20,1,6,0.564776163664646,NA,0.387890218850225,NA
210,0,20,1,7,0.694972777040675,NA,0.387805425003171,NA
210,0,20,1,8,0.823333569103852,NA,0.313634097762406,NA
210,0,20,1,9,0.892317309742793,NA,0.293444054294378,NA
210,0,20,1,10,0.740621000644751,NA,0.388256773166358,NA
210,0,20,1,11,0.861292263260111,NA,0.302797276154161,NA
210,0,20,1,12,0.524218384642154,NA,0.101912645343691,NA
210,0,20,1,13,0.731586581561714,NA,0.186968248151243,NA
210,0,20,1,14,0.910389281110838,NA,0.0412024706602097,NA
210,0,20,1,15,0.9533196646953,NA,0.0139570530503988,NA
210,0,20,1,16,NA,NA,NA,0.373603585828096
210,0,20,1,17,NA,NA,NA,0.0911004927940667
210,0,20,1,18,NA,NA,NA,0.264274906087667
210,0,20,1,19,NA,NA,NA,0.364568010345101
211,0,21,1,1,NA,0.0975658753886819,NA,NA
211,0,21,1,2,NA,0.271754929702729,NA,NA
211,0,21,1,3,NA,0.306619014777243,NA,NA
211,0,21,1,4,0.52106052392628,NA,0.0706384332850575,NA
211,0,21,1,5,0.844406688120216,NA,0.344536878820509,NA
211,0,21,1,6,0.571131405187771,NA,0.309273230843246,NA
211,0,21,1,7,0.51413164800033,NA,0.121406543347985,NA
211,0,21,1,8,0.908220162149519,NA,0.376105654425919,NA
211,0,21,1,9,0.528516784543172,NA,0.190761809516698,NA
211,0,21,1,10,0.575723667163402,NA,0.250200372934341,NA
211,0,21,1,11,0.641052343300544,NA,0.350659784302115,NA
211,0,21,1,12,0.801656409166753,NA,0.201982346735895,NA
211,0,21,1,13,0.662303740857169,NA,0.167168209981173,NA
211,0,21,1,14,0.852510353084654,NA,0.194278419855982,NA
211,0,21,1,15,0.505498975049704,NA,0.0563362027518451,NA
211,0,21,1,16,NA,NA,NA,0.143197443056852
211,0,21,1,17,NA,NA,NA,0.152235676441342
211,0,21,1,18,NA,NA,NA,0.137268690858036
211,0,21,1,19,NA,NA,NA,0.306540940981358
212,0,20,1,1,NA,0.0838264767080545,NA,NA
212,0,20,1,2,NA,0.200901280809194,NA,NA
212,0,20,1,3,NA,0.398726410977542,NA,NA
212,0,20,1,4,0.594560255878605,NA,0.258504893723875,NA
212,0,20,1,5,0.779828257393092,NA,0.361675719171762,NA
212,0,20,1,6,0.821922206203453,NA,0.268731143791229,NA
212,0,20,1,7,0.845980232115835,NA,0.168186209350824,NA
212,0,20,1,8,0.525170427747071,NA,0.0364353900775313,NA
212,0,20,1,9,0.527641159016639,NA,0.115270418860018,NA
212,0,20,1,10,0.830532441963442,NA,0.15790591519326,NA
212,0,20,1,11,0.537395063671283,NA,0.195035525597632,NA
212,0,20,1,12,0.598743909387849,NA,0.39595590448007,NA
212,0,20,1,13,0.563338758191094,NA,0.107016887608916,NA
212,0,20,1,14,0.95430387952365,NA,0.329024641122669,NA
212,0,20,1,15,0.803713271394372,NA,0.149836272001266,NA
212,0,20,1,16,NA,NA,NA,0.264228233974427
212,0,20,1,17,NA,NA,NA,0.150049141701311
212,0,20,1,18,NA,NA,NA,0.308535148017108
212,0,20,1,19,NA,NA,NA,0.134075703658164
213,0,23,-1,1,NA,0.0577281926758587,NA,NA
213,0,23,-1,2,NA,0.105682896263897,NA,NA
213,0,23,-1,3,NA,0.385289289336652,NA,NA
213,0,23,-1,4,0.928604038781486,NA,0.203069138806313,NA
213,0,23,-1,5,0.535287363920361,NA,0.0932693749666214,NA
213,0,23,-1,6,0.762183674378321,NA,0.147233797982335,NA
213,0,23,-1,7,0.997305440483615,NA,0.248940287809819,NA
213,0,23,-1,8,0.764728095498867,NA,0.0915717585943639,NA
213,0,23,-1,9,0.636572712217458,NA,0.278597571793944,NA
213,0,23,-1,10,0.883553157793358,NA,0.206678227242082,NA
213,0,23,-1,11,0.955493356101215,NA,0.0572693682275713,NA
213,0,23,-1,12,0.838859394891188,NA,0.0906489108689129,NA
213,0,23,-1,13,0.899989420198835,NA,0.359731771424413,NA
213,0,23,-1,14,0.505488535272889,NA,0.218935146089643,NA
213,0,23,-1,15,0.644556125393137,NA,0.321202850714326,NA
213,0,23,-1,16,NA,NA,NA,0.00356416236609221
213,0,23,-1,17,NA,NA,NA,0.0400728737935424
213,0,23,-1,18,NA,NA,NA,0.0648437255062163
213,0,23,-1,19,NA,NA,NA,0.264784389734268
214,0,21,-1,1,NA,0.296707020886242,NA,NA
214,0,21,-1,2,NA,0.0667870126664638,NA,NA
214,0,21,-1,3,NA,0.0369446867145598,NA,NA
214,0,21,-1,4,0.696809419663623,NA,0.010880134254694,NA
214,0,21,-1,5,0.572558662272058,NA,0.300390579458326,NA
214,0,21,-1,6,0.643802153295837,NA,0.379063374642283,NA
214,0,21,-1,7,0.65153992222622,NA,0.245274411421269,NA
214,0,21,-1,8,0.886305133462884,NA,0.0383985211141408,NA
214,0,21,-1,9,0.927230029832572,NA,0.125197873171419,NA
214,0,21,-1,10,0.964245249633677,NA,0.311701926309615,NA
214,0,21,-1,11,0.565181066514924,NA,0.314885881356895,NA
214,0,21,-1,12,0.956944648409262,NA,0.21756825055927,NA
214,0,21,-1,13,0.551287769339979,NA,0.138297578319907,NA
214,0,21,-1,14,0.872042799368501,NA,0.224639293458313,NA
214,0,21,-1,15,0.872581248870119,NA,0.370878032129258,NA
214,0,21,-1,16,NA,NA,NA,0.220703581348062
214,0,21,-1,17,NA,NA,NA,0.344479249417782
214,0,21,-1,18,NA,NA,NA,0.346578338369727
214,0,21,-1,19,NA,NA,NA,0.240728628169745
215,0,20,-1,1,NA,0.273881588876247,NA,NA
215,0,20,-1,2,NA,0.265125870332122,NA,NA
215,0,20,-1,3,NA,0.201838498841971,NA,NA
215,0,20,-1,4,0.76967978104949,NA,0.117980399448425,NA
215,0,20,-1,5,0.909536838065833,NA,0.34649419831112,NA
215,0,20,-1,6,0.791411877726205,NA,0.130619151331484,NA
215,0,20,-1,7,0.914576935698278,NA,0.307693744078279,NA
215,0,20,-1,8,0.512551733991131,NA,0.304002399928868,NA
215,0,20,-1,9,0.679428893025033,NA,0.0748397927731276,NA
215,0,20,-1,10,0.946814062888734,NA,0.293357445020229,NA
215,0,20,-1,11,0.755197236547247,NA,0.197398849762976,NA
215,0,20,-1,12,0.962354609393515,NA,0.396305857226253,NA
215,0,20,-1,13,0.838808110333048,NA,0.0903911176137626,NA
215,0,20,-1,14,0.500831418554299,NA,0.367734321672469,NA
215,0,20,-1,15,0.622034300002269,NA,0.065334540605545,NA
215,0,20,-1,16,NA,NA,NA,0.317902447190136
215,0,20,-1,17,NA,NA,NA,0.253320688288659
215,0,20,-1,18,NA,NA,NA,0.100764881074429
215,0,20,-1,19,NA,NA,NA,0.139191552903503
216,0,20,-1,1,NA,0.327701963111758,NA,NA
216,0,20,-1,2,NA,0.35571098793298,NA,NA
216,0,20,-1,3,NA,0.390606630314142,NA,NA
216,0,20,-1,4,0.780046612140723,NA,0.084054696559906,NA
216,0,20,-1,5,0.608075354946777,NA,0.0248376796022058,NA
216,0,20,-1,6,0.536191598861478,NA,0.305933279637247,NA
216,0,20,-1,7,0.992227532202378,NA,0.207005971949548,NA
216,0,20,-1,8,0.85348767216783,NA,0.245908020250499,NA
216,0,20,-1,9,0.736942083924077,NA,0.173364493623376,NA
216,0,20,-1,10,0.964067941531539,NA,0.237495214771479,NA
216,0,20,-1,11,0.638454130501486,NA,0.123295547254384,NA
216,0,20,-1,12,0.639721342013218,NA,0.0140624134801328,NA
216,0,20,-1,13,0.909790950478055,NA,0.396319771744311,NA
216,0,20,-1,14,0.6407074064482,NA,0.0978379137814045,NA
216,0,20,-1,15,0.797697669942863,NA,0.155210159812123,NA
216,0,20,-1,16,NA,NA,NA,0.207591495849192
216,0,20,-1,17,NA,NA,NA,0.33875584481284
216,0,20,-1,18,NA,NA,NA,0.167911713104695
216,0,20,-1,19,NA,NA,NA,0.0957692845724523
217,0,21,0,1,NA,0.137817395105958,NA,NA
217,0,21,0,2,NA,0.0679195992648602,NA,NA
217,0,21,0,3,NA,0.0913772174157202,NA,NA
217,0,21,0,4,0.53339484136086,NA,0.264866679627448,NA
217,0,21,0,5,0.772347630583681,NA,0.0647292783483863,NA
217,0,21,0,6,0.754660326289013,NA,0.314783246163279,NA
217,0,21,0,7,0.76758643926587,NA,0.31392761003226,NA
217,0,21,0,8,0.814442841336131,NA,0.385386681184173,NA
217,0,21,0,9,0.887354134581983,NA,0.251513545587659,NA
217,0,21,0,10,0.650522492243908,NA,0.270022682659328,NA
217,0,21,0,11,0.63821655290667,NA,0.385415354836732,NA
217,0,21,0,12,0.930738145136274,NA,0.125633701030165,NA
217,0,21,0,13,0.963945830357261,NA,0.0902299790643156,NA
217,0,21,0,14,0.753236713237129,NA,0.350001707486808,NA
217,0,21,0,15,0.724009951110929,NA,0.332937620487064,NA
217,0,21,0,16,NA,NA,NA,0.191486858576536
217,0,21,0,17,NA,NA,NA,0.152427270356566
217,0,21,0,18,NA,NA,NA,0.292906086612493
217,0,21,0,19,NA,NA,NA,0.0714673561044037
218,0,19,-1,1,NA,0.0374550346285105,NA,NA
218,0,19,-1,2,NA,0.25182534949854,NA,NA
218,0,19,-1,3,NA,0.0251342661678791,NA,NA
218,0,19,-1,4,0.670501486747526,NA,0.272606459166855,NA
218,0,19,-1,5,0.847035224433057,NA,0.227139136660844,NA
218,0,19,-1,6,0.957892228616402,NA,0.118553328420967,NA
218,0,19,-1,7,0.852425919263624,NA,0.336306069232523,NA
218,0,19,-1,8,0.588792221737094,NA,0.209649138711393,NA
218,0,19,-1,9,0.5394919362152,NA,0.263172514922917,NA
218,0,19,-1,10,0.588912390288897,NA,0.03654222516343,NA
218,0,19,-1,11,0.95979498734232,NA,0.183316940907389,NA
218,0,19,-1,12,0.656521803583018,NA,0.290374973136932,NA
218,0,19,-1,13,0.762329608900473,NA,0.0819234822876752,NA
218,0,19,-1,14,0.960657243384048,NA,0.00365432435646653,NA
218,0,19,-1,15,0.52066099352669,NA,0.0897312766872346,NA
218,0,19,-1,16,NA,NA,NA,0.0697580706328154
218,0,19,-1,17,NA,NA,NA,0.179852514993399
218,0,19,-1,18,NA,NA,NA,0.00319017665460706
218,0,19,-1,19,NA,NA,NA,0.0612595264799893
219,0,23,0,1,NA,0.114707333408296,NA,NA
219,0,23,0,2,NA,0.143206586129963,NA,NA
219,0,23,0,3,NA,0.0572453446686268,NA,NA
219,0,23,0,4,0.75958528125193,NA,0.0784726053476334,NA
219,0,23,0,5,0.538639773614705,NA,0.131989002414048,NA
219,0,23,0,6,0.716794651234522,NA,0.150030967686325,NA
219,0,23,0,7,0.693150765378959,NA,0.384540247358382,NA
219,0,23,0,8,0.763762860908173,NA,0.273190978262573,NA
219,0,23,0,9,0.939728678204119,NA,0.26055160369724,NA
219,0,23,0,10,0.939494187361561,NA,0.0492395873181522,NA
219,0,23,0,11,0.771697855787352,NA,0.295550670195371,NA
219,0,23,0,12,0.918542942265049,NA,0.153507388662547,NA
219,0,23,0,13,0.877038895967416,NA,0.243264750763774,NA
219,0,23,0,14,0.758484112448059,NA,0.128900527302176,NA
219,0,23,0,15,0.555099836434238,NA,0.246630412898958,NA
219,0,23,0,16,NA,NA,NA,0.351188240107149
219,0,23,0,17,NA,NA,NA,0.38251268574968
219,0,23,0,18,NA,NA,NA,0.145830444898456
219,0,23,0,19,NA,NA,NA,0.0860135113820434
220,0,19,0,1,NA,0.0252779378555715,NA,NA
220,0,19,0,2,NA,0.278213848080486,NA,NA
220,0,19,0,3,NA,0.086499797552824,NA,NA
220,0,19,0,4,0.534774077939801,NA,0.177626993786544,NA
220,0,19,0,5,0.590510485926643,NA,0.371974793914706,NA
220,0,19,0,6,0.681590342777781,NA,0.00608399054035544,NA
220,0,19,0,7,0.758418691693805,NA,0.307317765522748,NA
220,0,19,0,8,0.748470654943958,NA,0.158678152319044,NA
220,0,19,0,9,0.537801482016221,NA,0.0231137344613671,NA
220,0,19,0,10,0.619262769701891,NA,0.00908311735838652,NA
220,0,19,0,11,0.756021065288223,NA,0.320479056704789,NA
220,0,19,0,12,0.783042023307644,NA,0.393380645848811,NA
220,0,19,0,13,0.57954423117917,NA,0.210974662750959,NA
220,0,19,0,14,0.60773408296518,NA,0.100931347720325,NA
220,0,19,0,15,0.661732566193677,NA,0.0699468275532126,NA
220,0,19,0,16,NA,NA,NA,0.127465666644275
220,0,19,0,17,NA,NA,NA,0.129515454918146
220,0,19,0,18,NA,NA,NA,0.101292193867266
220,0,19,0,19,NA,NA,NA,0.00186253748834133
221,0,22,1,1,NA,0.314296732936054,NA,NA
221,0,22,1,2,NA,0.262512090802193,NA,NA
221,0,22,1,3,NA,0.116029824223369,NA,NA
221,0,22,1,4,0.792588509735651,NA,0.131955105159432,NA
221,0,22,1,5,0.783878072514199,NA,0.35877262186259,NA
221,0,22,1,6,0.959432068862952,NA,0.216057009529322,NA
221,0,22,1,7,0.766824846738018,NA,0.262442868109793,NA
221,0,22,1,8,0.511370274121873,NA,0.182948498986661,NA
221,0,22,1,9,0.580649357289076,NA,0.363328564167023,NA
221,0,22,1,10,0.951256185537204,NA,0.0885597934946418,NA
221,0,22,1,11,0.500744381337427,NA,0.270695093367249,NA
221,0,22,1,12,0.882944685174152,NA,0.25305689368397,NA
221,0,22,1,13,0.626238154014573,NA,0.35050872983411,NA
221,0,22,1,14,0.713895550812595,NA,0.0698913260363042,NA
221,0,22,1,15,0.958097605616786,NA,0.173994681891054,NA
221,0,22,1,16,NA,NA,NA,0.236831530369818
221,0,22,1,17,NA,NA,NA,0.0264977794140577
221,0,22,1,18,NA,NA,NA,0.156239665672183
221,0,22,1,19,NA,NA,NA,0.16855671107769
222,0,19,0,1,NA,0.085532486345619,NA,NA
222,0,19,0,2,NA,0.102206396404654,NA,NA
222,0,19,0,3,NA,0.172363103553653,NA,NA
222,0,19,0,4,0.814621500787325,NA,0.0692613092251122,NA
222,0,19,0,5,0.58462922333274,NA,0.192860153410584,NA
222,0,19,0,6,0.895414000377059,NA,0.156863712053746,NA
222,0,19,0,7,0.608357354882173,NA,0.299791562650353,NA
222,0,19,0,8,0.739195697125979,NA,0.227118292916566,NA
222,0,19,0,9,0.930225569638424,NA,0.273227049224079,NA
222,0,19,0,10,0.873335896991193,NA,0.155589624866843,NA
222,0,19,0,11,0.945731626590714,NA,0.367553438525647,NA
222,0,19,0,12,0.833763861679472,NA,0.240615022648126,NA
222,0,19,0,13,0.850896086427383,NA,0.0647281339392066,NA
222,0,19,0,14,0.60951131337788,NA,0.218193616066128,NA
222,0,19,0,15,0.944909976562485,NA,0.281696160603315,NA
222,0,19,0,16,NA,NA,NA,0.331352986954153
222,0,19,0,17,NA,NA,NA,0.0190580496564507
222,0,19,0,18,NA,NA,NA,0.397599098924547
222,0,19,0,19,NA,NA,NA,0.102842726651579
223,0,24,1,1,NA,0.107237814087421,NA,NA
223,0,24,1,2,NA,0.00272745909169316,NA,NA
223,0,24,1,3,NA,0.340936835110188,NA,NA
223,0,24,1,4,0.503468596609309,NA,0.201551119610667,NA
223,0,24,1,5,0.78703565034084,NA,0.223883259575814,NA
223,0,24,1,6,0.651259650709108,NA,0.376911877095699,NA
223,0,24,1,7,0.707970169140026,NA,0.396400352288038,NA
223,0,24,1,8,0.730419478146359,NA,0.220892197825015,NA
223,0,24,1,9,0.979644249076955,NA,0.166831323876977,NA
223,0,24,1,10,0.965683169313706,NA,0.0562775170430541,NA
223,0,24,1,11,0.813324224436656,NA,0.227117592468858,NA
223,0,24,1,12,0.726498784380965,NA,0.0740332287736237,NA
223,0,24,1,13,0.587914357078262,NA,0.106128280609846,NA
223,0,24,1,14,0.760046490002424,NA,0.0183285572566092,NA
223,0,24,1,15,0.90933974867221,NA,0.0457996291108429,NA
223,0,24,1,16,NA,NA,NA,0.343417959008366
223,0,24,1,17,NA,NA,NA,0.377619959879667
223,0,24,1,18,NA,NA,NA,0.338909747172147
223,0,24,1,19,NA,NA,NA,0.389941008202732
224,0,24,-1,1,NA,0.128584361635149,NA,NA
224,0,24,-1,2,NA,0.307453679200262,NA,NA
224,0,24,-1,3,NA,0.222051817923784,NA,NA
224,0,24,-1,4,0.727800710476004,NA,0.247704497631639,NA
224,0,24,-1,5,0.723649709252641,NA,0.390240987576544,NA
224,0,24,-1,6,0.976202443242073,NA,0.112474188487977,NA
224,0,24,-1,7,0.721659097238444,NA,0.319243460148573,NA
224,0,24,-1,8,0.66569295572117,NA,0.27865660507232,NA
224,0,24,-1,9,0.732381862937473,NA,0.219483633711934,NA
224,0,24,-1,10,0.613871712004766,NA,0.15468789068982,NA
224,0,24,-1,11,0.847329891636036,NA,0.151086096186191,NA
224,0,24,-1,12,0.752131694112904,NA,0.241519094351679,NA
224,0,24,-1,13,0.905576693359762,NA,0.223971027694643,NA
224,0,24,-1,14,0.957643210771494,NA,0.154865661635995,NA
224,0,24,-1,15,0.826026130351238,NA,0.37218837318942,NA
224,0,24,-1,16,NA,NA,NA,0.310234740562737
224,0,24,-1,17,NA,NA,NA,0.174651850108057
224,0,24,-1,18,NA,NA,NA,0.257764168083668
224,0,24,-1,19,NA,NA,NA,0.236866797972471
225,0,19,1,1,NA,0.369561539497226,NA,NA
